tx_id	hiND14_RFP_wt_rep1	hiND14_RFP_wt_rep2	hiND14_RFP_wt_rep3	hiND14_RFP_Nterm_rep1	hiND14_RFP_Nterm_rep2	hiND14_RFP_Nterm_rep3	hiND14_wt_rep1_RNA	hiND14_wt_rep3_RNA	hiND14_Nterm_rep2_RNA	hiND14_wt_rep2_RNA	hiND14_Nterm_rep3_RNA	hiND14_Nterm_rep1_RNA
ENST00000254260	387.0	491.0	379.0	292.0	325.0	344.0	385.0	387.0	286.0	372.0	235.0	250.0
ENST00000321149	164.0	145.0	138.0	137.0	147.0	238.0	109.0	109.0	109.0	104.0	106.0	71.0
ENST00000371443	928.0	1349.0	1164.0	1159.0	1146.0	1278.0	1176.0	1113.0	872.0	982.0	944.0	920.0
ENST00000322329	0.0	0.0	1.0	3.0	3.0	1.0	3.0	1.0	1.0	0.0	0.0	1.0
ENST00000360299	2158.0	2764.0	2318.0	2177.0	2175.0	2391.0	7986.0	7842.0	5797.0	6973.0	6700.0	6188.0
ENST00000342697	1423.0	1669.0	1223.0	1181.0	1184.0	1254.0	3183.0	3038.0	2252.0	2846.0	2251.0	2246.0
ENST00000376020	320.0	455.0	303.0	273.0	260.0	249.0	592.0	545.0	405.0	536.0	353.0	399.0
ENST00000376143	71.0	104.0	71.0	78.0	82.0	116.0	225.0	281.0	255.0	231.0	326.0	232.0
ENST00000264230	551.0	735.0	634.0	536.0	515.0	670.0	757.0	731.0	553.0	639.0	627.0	568.0
ENST00000373279	815.0	1195.0	960.0	939.0	864.0	1147.0	1250.0	1445.0	1052.0	1110.0	1308.0	1157.0
ENST00000356824	2563.0	2925.0	2602.0	2408.0	2412.0	2882.0	2125.0	2243.0	1591.0	1854.0	1792.0	1782.0
ENST00000677315	62.0	68.0	48.0	79.0	61.0	47.0	26.0	23.0	21.0	24.0	19.0	24.0
ENST00000555815	0.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0	5.0	1.0	0.0	1.0
ENST00000638483	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ENST00000216014	103.0	148.0	100.0	83.0	93.0	85.0	88.0	87.0	59.0	108.0	55.0	69.0
ENST00000392413	1.0	1.0	5.0	1.0	2.0	7.0	219.0	216.0	160.0	232.0	225.0	166.0
ENST00000401408	75.0	91.0	69.0	51.0	52.0	89.0	251.0	250.0	179.0	245.0	222.0	200.0
ENST00000448120	362.0	436.0	352.0	275.0	330.0	309.0	526.0	429.0	351.0	406.0	396.0	369.0
ENST00000394432	16.0	22.0	24.0	21.0	20.0	26.0	12.0	20.0	16.0	10.0	15.0	14.0
ENST00000274432	0.0	0.0	1.0	1.0	0.0	0.0	2.0	0.0	0.0	8.0	4.0	2.0
ENST00000301067	2269.0	2743.0	2847.0	2278.0	2437.0	3166.0	5448.0	5356.0	4121.0	4586.0	5116.0	4339.0
ENST00000568954	195.0	256.0	182.0	186.0	185.0	233.0	660.0	675.0	580.0	672.0	685.0	580.0
ENST00000267750	1235.0	1597.0	1262.0	1214.0	1188.0	1497.0	1285.0	1353.0	964.0	1154.0	1096.0	1028.0
ENST00000484532	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0
ENST00000331351	104.0	160.0	142.0	148.0	159.0	201.0	535.0	622.0	629.0	514.0	722.0	626.0
ENST00000454243	49.0	77.0	49.0	42.0	59.0	42.0	90.0	70.0	71.0	56.0	45.0	45.0
ENST00000352681	8.0	8.0	3.0	4.0	7.0	4.0	13.0	24.0	5.0	6.0	13.0	7.0
ENST00000393434	1.0	0.0	5.0	4.0	2.0	2.0	5.0	6.0	7.0	6.0	8.0	3.0
ENST00000381623	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000359326	107.0	130.0	106.0	77.0	74.0	85.0	114.0	97.0	84.0	104.0	128.0	109.0
ENST00000272298	6504.0	6878.0	6684.0	7038.0	6406.0	7043.0	21439.0	23602.0	17716.0	19649.0	20938.0	19009.0
ENST00000302124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
ENST00000253115	222.0	235.0	197.0	189.0	229.0	267.0	1029.0	971.0	968.0	870.0	970.0	953.0
ENST00000624396	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
ENST00000215742	77.0	137.0	99.0	76.0	88.0	101.0	211.0	171.0	122.0	122.0	149.0	133.0
ENST00000321037	515.0	595.0	484.0	336.0	387.0	472.0	449.0	432.0	355.0	351.0	361.0	333.0
ENST00000356392	31.0	49.0	31.0	35.0	47.0	61.0	34.0	27.0	32.0	22.0	51.0	32.0
ENST00000253233	151.0	259.0	218.0	171.0	187.0	253.0	311.0	335.0	264.0	292.0	223.0	235.0
ENST00000530705	3683.0	4086.0	4187.0	3597.0	3919.0	4328.0	25341.0	23875.0	17962.0	21844.0	19123.0	19126.0
ENST00000286732	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	0.0
ENST00000252575	3431.0	4377.0	4452.0	3587.0	4056.0	5075.0	5118.0	5416.0	4380.0	4623.0	5431.0	4408.0
ENST00000334133	344.0	439.0	332.0	266.0	273.0	279.0	542.0	446.0	354.0	477.0	277.0	343.0
ENST00000361575	608.0	661.0	680.0	571.0	547.0	645.0	4751.0	4498.0	3002.0	4016.0	3427.0	3418.0
ENST00000441885	392.0	561.0	410.0	423.0	475.0	531.0	1870.0	2026.0	1592.0	1633.0	2006.0	1657.0
ENST00000259199	20.0	35.0	24.0	33.0	16.0	33.0	830.0	786.0	634.0	720.0	736.0	696.0
ENST00000433452	1.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	5.0	0.0
ENST00000234396	218.0	284.0	167.0	47.0	59.0	31.0	222.0	148.0	48.0	181.0	24.0	41.0
ENST00000285930	3559.0	4282.0	3925.0	3613.0	3655.0	4232.0	3302.0	3081.0	2289.0	2669.0	2560.0	2445.0
ENST00000298316	1211.0	1455.0	1226.0	1214.0	1142.0	1353.0	2840.0	2861.0	2181.0	2518.0	2084.0	2168.0
ENST00000367135	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	0.0	0.0
ENST00000641771	10.0	8.0	6.0	1.0	2.0	3.0	173.0	173.0	122.0	129.0	147.0	149.0
ENST00000368706	819.0	1175.0	872.0	763.0	854.0	793.0	1371.0	1287.0	1020.0	1212.0	974.0	965.0
ENST00000320393	356.0	524.0	386.0	336.0	410.0	431.0	300.0	346.0	258.0	307.0	279.0	226.0
ENST00000406870	126.0	172.0	128.0	112.0	121.0	130.0	302.0	252.0	166.0	253.0	178.0	156.0
ENST00000222543	870.0	1220.0	812.0	548.0	566.0	451.0	673.0	573.0	292.0	633.0	225.0	327.0
ENST00000265560	1016.0	1253.0	1018.0	863.0	876.0	1052.0	1584.0	1621.0	1254.0	1485.0	1439.0	1307.0
ENST00000474796	3377.0	4378.0	4105.0	3813.0	4001.0	4651.0	8985.0	9240.0	7594.0	7827.0	8520.0	7523.0
ENST00000306406	14.0	22.0	17.0	7.0	7.0	8.0	27.0	31.0	14.0	32.0	23.0	15.0
ENST00000323206	105.0	164.0	124.0	116.0	116.0	135.0	153.0	146.0	81.0	126.0	93.0	118.0
ENST00000382353	114.0	156.0	135.0	141.0	140.0	142.0	399.0	419.0	402.0	354.0	519.0	420.0
ENST00000298585	455.0	673.0	560.0	608.0	587.0	652.0	653.0	699.0	619.0	566.0	745.0	613.0
ENST00000368894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000288087	157.0	196.0	156.0	143.0	131.0	141.0	201.0	192.0	124.0	144.0	152.0	176.0
ENST00000307786	0.0	0.0	0.0	0.0	0.0	0.0	4.0	1.0	1.0	1.0	0.0	1.0
ENST00000223127	762.0	1052.0	785.0	700.0	675.0	699.0	739.0	641.0	477.0	594.0	501.0	462.0
ENST00000398636	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0
ENST00000248901	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
ENST00000375731	379.0	523.0	463.0	360.0	423.0	475.0	473.0	480.0	298.0	379.0	342.0	356.0
ENST00000615637	50.0	68.0	76.0	66.0	76.0	82.0	73.0	89.0	37.0	73.0	71.0	47.0
ENST00000319170	2458.0	3103.0	2824.0	2627.0	2507.0	3255.0	2632.0	2708.0	2104.0	2369.0	2554.0	2167.0
ENST00000427575	363.0	521.0	425.0	425.0	408.0	440.0	550.0	524.0	399.0	409.0	357.0	456.0
ENST00000576479	808.0	942.0	820.0	781.0	742.0	862.0	587.0	646.0	512.0	480.0	553.0	599.0
ENST00000382830	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000311331	311.0	355.0	311.0	270.0	283.0	384.0	273.0	299.0	238.0	247.0	250.0	239.0
ENST00000268679	315.0	528.0	367.0	378.0	366.0	423.0	1955.0	1887.0	1376.0	1649.0	1815.0	1551.0
ENST00000311764	243.0	310.0	244.0	210.0	230.0	250.0	458.0	450.0	339.0	344.0	348.0	294.0
ENST00000394852	0.0	3.0	3.0	4.0	2.0	2.0	6.0	8.0	7.0	1.0	5.0	0.0
ENST00000555004	1255.0	1335.0	1280.0	1337.0	1136.0	1363.0	12608.0	13806.0	10613.0	11093.0	13560.0	11796.0
ENST00000370709	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000231228	3.0	1.0	2.0	0.0	1.0	0.0	2.0	0.0	1.0	0.0	0.0	1.0
ENST00000361368	1334.0	1917.0	1423.0	1308.0	1272.0	1462.0	2607.0	2484.0	1982.0	2243.0	2171.0	1877.0
ENST00000359237	6.0	4.0	2.0	0.0	3.0	2.0	0.0	1.0	0.0	0.0	1.0	0.0
ENST00000672186	2545.0	3049.0	2820.0	2748.0	2541.0	2960.0	3278.0	3235.0	2338.0	2716.0	2618.0	2461.0
ENST00000425690	563.0	795.0	688.0	601.0	703.0	736.0	1007.0	1036.0	938.0	997.0	1059.0	968.0
ENST00000371475	158.0	235.0	189.0	219.0	221.0	272.0	1606.0	1696.0	1254.0	1356.0	1765.0	1440.0
ENST00000646209	81.0	86.0	67.0	34.0	53.0	55.0	347.0	267.0	215.0	280.0	184.0	223.0
ENST00000458483	0.0	0.0	0.0	0.0	0.0	0.0	132.0	99.0	0.0	115.0	44.0	0.0
ENST00000327671	111.0	132.0	96.0	90.0	75.0	106.0	192.0	204.0	145.0	186.0	147.0	116.0
ENST00000329198	5.0	7.0	4.0	2.0	9.0	4.0	20.0	10.0	13.0	16.0	18.0	8.0
ENST00000388913	879.0	1189.0	933.0	792.0	973.0	941.0	2128.0	1977.0	1415.0	1774.0	1506.0	1501.0
ENST00000340941	921.0	1041.0	876.0	690.0	784.0	819.0	983.0	981.0	687.0	940.0	721.0	696.0
ENST00000337659	859.0	1084.0	872.0	759.0	733.0	1278.0	1278.0	1274.0	1152.0	1183.0	1275.0	1149.0
ENST00000617285	5194.0	6522.0	5956.0	5091.0	5691.0	6674.0	5691.0	5398.0	4078.0	4776.0	4822.0	4328.0
ENST00000398449	247.0	378.0	295.0	221.0	272.0	328.0	144.0	215.0	132.0	129.0	144.0	154.0
ENST00000533490	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
ENST00000380486	43.0	46.0	43.0	34.0	46.0	52.0	128.0	135.0	97.0	104.0	121.0	95.0
ENST00000355417	21.0	34.0	31.0	16.0	32.0	28.0	295.0	274.0	206.0	232.0	223.0	207.0
ENST00000219746	582.0	858.0	638.0	680.0	715.0	878.0	630.0	739.0	568.0	577.0	719.0	570.0
ENST00000268182	1844.0	1779.0	1435.0	789.0	1042.0	898.0	2834.0	2626.0	1807.0	2557.0	1571.0	1579.0
ENST00000305124	9811.0	10582.0	10944.0	11438.0	10681.0	12032.0	31519.0	33063.0	25178.0	26728.0	30643.0	28624.0
ENST00000576222	2.0	5.0	5.0	2.0	4.0	3.0	11.0	22.0	9.0	1.0	17.0	16.0
ENST00000566264	0.0	1.0	1.0	0.0	0.0	0.0	7.0	3.0	0.0	1.0	4.0	2.0
ENST00000317834	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000229214	639.0	778.0	582.0	496.0	535.0	645.0	1043.0	1080.0	808.0	871.0	966.0	821.0
ENST00000285013	34.0	39.0	29.0	19.0	13.0	27.0	60.0	63.0	44.0	65.0	31.0	37.0
ENST00000648006	3755.0	4444.0	3792.0	3169.0	3166.0	3054.0	6754.0	6268.0	3814.0	5866.0	3326.0	3797.0
ENST00000360280	822.0	790.0	797.0	562.0	710.0	910.0	1315.0	1363.0	1253.0	1226.0	1343.0	1177.0
ENST00000339464	15.0	15.0	14.0	19.0	18.0	12.0	92.0	112.0	96.0	104.0	80.0	93.0
ENST00000591889	3.0	6.0	2.0	3.0	3.0	6.0	26.0	23.0	19.0	13.0	16.0	20.0
ENST00000357771	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000251582	61.0	95.0	65.0	53.0	35.0	31.0	146.0	128.0	65.0	115.0	68.0	72.0
ENST00000436581	3890.0	4903.0	4146.0	3978.0	3891.0	4439.0	2483.0	2430.0	1910.0	2030.0	2151.0	1994.0
ENST00000422365	8.0	3.0	6.0	4.0	3.0	0.0	9.0	6.0	6.0	4.0	5.0	7.0
ENST00000527482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000296028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000317091	80.0	128.0	89.0	96.0	94.0	86.0	990.0	913.0	711.0	831.0	881.0	828.0
ENST00000314412	0.0	0.0	0.0	0.0	1.0	0.0	7.0	12.0	6.0	5.0	9.0	7.0
ENST00000542475	59.0	74.0	69.0	55.0	66.0	70.0	206.0	246.0	174.0	205.0	215.0	193.0
ENST00000400075	753.0	888.0	664.0	603.0	610.0	755.0	751.0	756.0	599.0	711.0	631.0	587.0
ENST00000357872	0.0	1.0	2.0	0.0	0.0	1.0	8.0	15.0	14.0	9.0	26.0	15.0
ENST00000590247	909.0	1310.0	1127.0	1031.0	960.0	1210.0	927.0	906.0	733.0	767.0	769.0	717.0
ENST00000673822	379.0	476.0	382.0	388.0	356.0	485.0	758.0	919.0	652.0	715.0	697.0	786.0
ENST00000309675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000244227	921.0	1314.0	1079.0	1020.0	916.0	1247.0	741.0	661.0	520.0	597.0	591.0	552.0
ENST00000221466	107.0	171.0	104.0	100.0	123.0	93.0	204.0	155.0	75.0	173.0	111.0	105.0
ENST00000374227	512.0	563.0	452.0	450.0	400.0	552.0	435.0	404.0	295.0	384.0	389.0	327.0
ENST00000429989	1208.0	1685.0	1310.0	1205.0	1338.0	1427.0	3443.0	3224.0	2482.0	3146.0	2608.0	2425.0
ENST00000368003	681.0	940.0	762.0	728.0	700.0	871.0	1215.0	1139.0	852.0	1096.0	1095.0	939.0
ENST00000394005	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000378628	199.0	238.0	161.0	165.0	206.0	179.0	610.0	537.0	435.0	523.0	411.0	351.0
ENST00000588479	193.0	322.0	213.0	155.0	203.0	187.0	231.0	197.0	159.0	163.0	97.0	148.0
ENST00000682579	191.0	218.0	165.0	147.0	169.0	208.0	194.0	203.0	169.0	174.0	182.0	166.0
ENST00000404760	1244.0	1749.0	1385.0	1342.0	1371.0	1705.0	2046.0	2194.0	1736.0	1830.0	1973.0	1935.0
ENST00000235329	2011.0	2482.0	2155.0	1805.0	2004.0	2291.0	4417.0	4248.0	3288.0	3757.0	3712.0	3483.0
ENST00000331113	129.0	180.0	144.0	133.0	128.0	180.0	213.0	243.0	221.0	204.0	210.0	178.0
ENST00000694906	1215.0	1454.0	1155.0	1024.0	1022.0	1228.0	2240.0	2409.0	1785.0	2077.0	1953.0	1905.0
ENST00000262187	1857.0	2189.0	1730.0	1648.0	1482.0	1748.0	2847.0	2700.0	2082.0	2487.0	2048.0	2056.0
ENST00000409248	1329.0	1660.0	1533.0	1595.0	1501.0	1680.0	1308.0	1372.0	1030.0	1075.0	1237.0	1132.0
ENST00000359596	5.0	8.0	14.0	12.0	12.0	11.0	121.0	112.0	126.0	91.0	135.0	136.0
ENST00000331666	0.0	3.0	6.0	6.0	4.0	4.0	14390.0	14035.0	10470.0	12448.0	12019.0	11248.0
ENST00000641801	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000446113	688.0	944.0	741.0	643.0	704.0	823.0	813.0	741.0	597.0	728.0	675.0	601.0
ENST00000406487	3.0	2.0	4.0	3.0	7.0	9.0	12.0	4.0	13.0	6.0	14.0	10.0
ENST00000596831	3.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	5.0	0.0
ENST00000258381	255.0	314.0	230.0	182.0	177.0	180.0	202.0	193.0	122.0	201.0	100.0	136.0
ENST00000648156	1.0	0.0	1.0	0.0	1.0	0.0	9.0	14.0	0.0	8.0	6.0	7.0
ENST00000226279	3.0	2.0	1.0	3.0	2.0	3.0	8.0	1.0	5.0	8.0	6.0	3.0
ENST00000221972	1.0	3.0	3.0	4.0	2.0	2.0	13.0	5.0	5.0	4.0	5.0	4.0
ENST00000297904	0.0	0.0	0.0	0.0	0.0	0.0	3.0	4.0	0.0	0.0	4.0	0.0
ENST00000409939	741.0	988.0	949.0	767.0	941.0	1080.0	2351.0	2459.0	1856.0	1998.0	2221.0	1942.0
ENST00000339812	118.0	144.0	123.0	134.0	121.0	145.0	8.0	4.0	7.0	6.0	3.0	6.0
ENST00000309241	70.0	90.0	81.0	73.0	58.0	69.0	156.0	187.0	88.0	139.0	111.0	112.0
ENST00000356713	17.0	29.0	33.0	31.0	19.0	31.0	51.0	59.0	49.0	55.0	66.0	44.0
ENST00000292431	792.0	1072.0	835.0	751.0	785.0	898.0	2271.0	2174.0	1617.0	1939.0	1905.0	1696.0
ENST00000308251	1.0	0.0	0.0	0.0	0.0	0.0	2.0	11.0	8.0	2.0	5.0	4.0
ENST00000353533	1237.0	1433.0	1180.0	1091.0	1128.0	1401.0	2996.0	3124.0	2368.0	2615.0	2835.0	2547.0
ENST00000347055	175.0	245.0	176.0	184.0	156.0	227.0	312.0	253.0	245.0	269.0	246.0	220.0
ENST00000368174	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000374469	339.0	363.0	294.0	227.0	235.0	223.0	282.0	254.0	185.0	275.0	190.0	189.0
ENST00000331056	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0
ENST00000334289	0.0	1.0	0.0	2.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0
ENST00000371601	1048.0	1727.0	1359.0	1385.0	1356.0	1603.0	2160.0	2126.0	1721.0	1796.0	1926.0	1880.0
ENST00000230321	232.0	343.0	242.0	191.0	195.0	205.0	904.0	847.0	579.0	730.0	435.0	504.0
ENST00000503032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000536220	108.0	121.0	97.0	92.0	91.0	139.0	104.0	75.0	43.0	69.0	85.0	75.0
ENST00000315491	440.0	458.0	514.0	505.0	466.0	584.0	41352.0	42825.0	33239.0	34478.0	41294.0	35556.0
ENST00000282077	460.0	553.0	438.0	327.0	389.0	472.0	603.0	601.0	433.0	502.0	465.0	442.0
ENST00000300452	380.0	522.0	453.0	374.0	406.0	393.0	551.0	462.0	362.0	412.0	403.0	386.0
ENST00000314138	2692.0	3490.0	3205.0	2924.0	2981.0	3348.0	6793.0	6387.0	4399.0	5943.0	4455.0	4891.0
ENST00000369415	350.0	508.0	355.0	292.0	278.0	309.0	1493.0	1330.0	830.0	1147.0	900.0	916.0
ENST00000265963	410.0	515.0	343.0	321.0	364.0	419.0	644.0	668.0	534.0	581.0	570.0	580.0
ENST00000627148	104.0	111.0	115.0	75.0	114.0	129.0	71.0	76.0	58.0	66.0	48.0	32.0
ENST00000306156	770.0	1022.0	811.0	810.0	822.0	927.0	1758.0	2093.0	1553.0	1524.0	1968.0	1687.0
ENST00000396424	34.0	62.0	36.0	18.0	30.0	45.0	257.0	248.0	170.0	227.0	143.0	166.0
ENST00000337386	239.0	300.0	209.0	195.0	183.0	171.0	601.0	616.0	485.0	603.0	463.0	490.0
ENST00000359470	491.0	692.0	518.0	529.0	536.0	549.0	640.0	612.0	485.0	559.0	434.0	492.0
ENST00000675181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000377304	203.0	241.0	231.0	182.0	197.0	255.0	238.0	264.0	205.0	230.0	226.0	229.0
ENST00000270708	409.0	548.0	450.0	358.0	398.0	477.0	332.0	296.0	255.0	274.0	276.0	215.0
ENST00000396878	180.0	296.0	253.0	224.0	239.0	278.0	839.0	885.0	642.0	720.0	799.0	721.0
ENST00000276420	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	1.0	0.0	0.0	0.0
ENST00000356341	1408.0	1922.0	1552.0	1455.0	1457.0	1818.0	2201.0	2303.0	1718.0	1964.0	2157.0	1909.0
ENST00000377346	376.0	505.0	383.0	396.0	416.0	477.0	1023.0	1018.0	843.0	872.0	985.0	836.0
ENST00000313135	1.0	6.0	4.0	1.0	5.0	3.0	621.0	695.0	479.0	533.0	554.0	488.0
ENST00000329630	275.0	417.0	356.0	346.0	284.0	358.0	566.0	576.0	338.0	438.0	427.0	420.0
ENST00000245105	3.0	11.0	3.0	5.0	4.0	0.0	12.0	14.0	3.0	19.0	13.0	7.0
ENST00000314167	1513.0	1918.0	1680.0	1338.0	1579.0	1836.0	2228.0	2060.0	1622.0	1923.0	1725.0	1508.0
ENST00000381330	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000334463	46.0	33.0	26.0	19.0	18.0	18.0	26.0	28.0	21.0	33.0	10.0	16.0
ENST00000373610	1639.0	2081.0	1809.0	1637.0	1683.0	1912.0	2561.0	2451.0	1909.0	2137.0	2070.0	1923.0
ENST00000295598	8453.0	10246.0	8603.0	7219.0	8040.0	8056.0	11762.0	10694.0	7802.0	10052.0	7224.0	7694.0
ENST00000449264	77.0	140.0	103.0	92.0	112.0	131.0	130.0	187.0	170.0	184.0	166.0	172.0
ENST00000522677	29.0	18.0	28.0	17.0	18.0	13.0	42.0	38.0	25.0	41.0	40.0	28.0
ENST00000306320	549.0	590.0	502.0	461.0	522.0	623.0	674.0	733.0	573.0	677.0	629.0	663.0
ENST00000335496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000306658	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000337673	247.0	347.0	245.0	263.0	241.0	271.0	421.0	435.0	314.0	398.0	324.0	312.0
ENST00000378149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
ENST00000438980	227.0	334.0	302.0	279.0	278.0	345.0	738.0	775.0	617.0	671.0	701.0	658.0
ENST00000553612	2145.0	2740.0	2138.0	2202.0	2178.0	2380.0	2097.0	2319.0	1773.0	1799.0	2099.0	1772.0
ENST00000367478	4721.0	4788.0	4229.0	3064.0	3917.0	4669.0	5515.0	5257.0	3907.0	4912.0	4151.0	4111.0
ENST00000343938	254.0	425.0	315.0	324.0	351.0	333.0	654.0	675.0	485.0	585.0	617.0	483.0
ENST00000321217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000372101	93.0	131.0	85.0	89.0	101.0	89.0	195.0	190.0	136.0	158.0	121.0	130.0
ENST00000375825	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000431010	0.0	8.0	3.0	1.0	1.0	4.0	1.0	3.0	2.0	3.0	4.0	2.0
ENST00000322203	3606.0	4354.0	3964.0	3602.0	3822.0	4094.0	8195.0	7397.0	5032.0	6843.0	5516.0	5806.0
ENST00000531738	122.0	174.0	142.0	123.0	137.0	168.0	652.0	743.0	668.0	619.0	867.0	642.0
ENST00000569547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000652477	88.0	128.0	91.0	93.0	81.0	91.0	674.0	704.0	524.0	579.0	507.0	544.0
ENST00000544604	118.0	156.0	115.0	102.0	95.0	114.0	420.0	434.0	325.0	347.0	290.0	321.0
ENST00000374360	1173.0	1667.0	1363.0	1356.0	1312.0	1647.0	2012.0	2146.0	1704.0	1811.0	2118.0	1832.0
ENST00000380903	142.0	191.0	170.0	128.0	192.0	189.0	397.0	371.0	300.0	321.0	312.0	235.0
ENST00000300456	770.0	1049.0	858.0	822.0	838.0	1101.0	1262.0	1296.0	912.0	1028.0	1158.0	1151.0
ENST00000692774	19.0	23.0	17.0	13.0	14.0	10.0	21.0	16.0	22.0	13.0	29.0	19.0
ENST00000266126	819.0	1123.0	866.0	748.0	827.0	974.0	875.0	879.0	626.0	731.0	731.0	605.0
ENST00000346798	23508.0	25240.0	24891.0	22984.0	24088.0	25267.0	43032.0	42137.0	31165.0	37507.0	33230.0	31727.0
ENST00000619888	637.0	939.0	635.0	502.0	549.0	484.0	844.0	706.0	507.0	709.0	471.0	511.0
ENST00000407599	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000263851	1.0	0.0	1.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	1.0
ENST00000334414	39.0	38.0	37.0	26.0	32.0	30.0	122.0	142.0	81.0	116.0	102.0	89.0
ENST00000636584	15.0	21.0	22.0	12.0	14.0	16.0	82.0	73.0	61.0	112.0	36.0	57.0
ENST00000508883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000433386	627.0	1009.0	809.0	820.0	799.0	1007.0	1040.0	1122.0	785.0	899.0	1009.0	867.0
ENST00000403593	288.0	324.0	252.0	191.0	220.0	215.0	310.0	284.0	159.0	262.0	161.0	178.0
ENST00000468739	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
ENST00000333625	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
ENST00000435041	2311.0	3162.0	2432.0	2147.0	2288.0	2328.0	5217.0	5327.0	4048.0	4943.0	4279.0	4032.0
ENST00000542433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000356708	3300.0	4028.0	3621.0	3293.0	3556.0	4311.0	2420.0	2514.0	1915.0	2169.0	2161.0	2001.0
ENST00000535420	245.0	335.0	264.0	217.0	249.0	249.0	599.0	620.0	421.0	561.0	411.0	453.0
ENST00000295666	2999.0	4357.0	3194.0	2650.0	3123.0	2672.0	2913.0	2637.0	1888.0	2586.0	1433.0	1784.0
ENST00000368026	51.0	71.0	72.0	42.0	63.0	71.0	5326.0	4822.0	3202.0	4548.0	2449.0	3279.0
ENST00000253754	423.0	641.0	422.0	309.0	377.0	328.0	378.0	317.0	193.0	277.0	193.0	205.0
